,months_as_customer,policy_deductable,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim,policy_csl_250/500,policy_csl_500/1000,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,property_damage_YES,police_report_available_YES
333,-0.9092844065543092,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-1.1116871973198437,-0.8402133792072178,1.204577199809007,0.46697333531427326,-1.3804639400973717,-1.3995801483640953,-1.8536412575464412,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
111,2.1570111895259805,-1.0527995905419327,2.118694513201457,0.9865341237614548,-0.42449567688655737,-1.6884878877313847,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,1.3491245220461738,-0.05273533792564101,0.6152858643017038,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
392,-0.39533145152948795,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.3465233219830385,-0.9674870247169584,1.122901992772263,1.204577199809007,-0.4333608587363822,-0.4468714631049073,0.6479596257604084,-0.058057896202335646,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
266,0.3538203134219465,-0.2268584891753536,-0.4891078143167476,0.3295602399160772,-0.2224763937274403,-0.3906863343054172,1.122901992772263,1.204577199809007,0.46697333531427326,0.9097868858144258,-0.2793073621115492,-0.09327571974157893,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
644,0.4235088496964985,-1.0527995905419327,1.6840607919484227,-0.9121925954839771,-1.6862301471434988,1.6281160821349767,-0.8402133792072178,1.204577199809007,0.46697333531427326,0.4785851317351175,-0.5016836080717925,0.08333903711193964,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
875,-0.09044410532832277,-0.2268584891753536,2.987961955707525,-0.9121925954839771,0.9506531277755026,0.04191418350323865,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,-0.5994192534631531,-0.5939907290364217,-0.10168594625841315,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
899,-0.6827966636620151,-1.0527995905419327,-0.4891078143167476,1.7481906594283487,0.9506531277755026,-0.5348865069083025,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,-1.4028376160165812,-1.324056140302126,-1.7874107237263717,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
218,1.068127810236105,-1.0527995905419327,-0.4891078143167476,-0.01697543507928678,0.9506531277755026,-1.6884878877313847,-0.8402133792072178,1.204577199809007,1.3673075293649286,1.1009801163967605,-0.1807065738084225,0.7267213656497573,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
645,0.3799535145249035,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-1.5728158127383804,-1.1116871973198437,1.122901992772263,1.204577199809007,-0.4333608587363822,-0.33703705404697026,-0.32336303348103135,0.4407736640773939,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1
26,0.4496420507994555,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-0.08425267367120232,-1.1116871973198437,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,-1.1648630630577177,-1.3492308096561159,-1.6155267192885723,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1
328,0.4496420507994555,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.823286852114073,1.122901992772263,-1.2305519103170177,0.46697333531427326,0.41756601559181916,-0.5331519447642797,0.020262338235683006,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
914,-0.5695527922158681,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-1.4239594988316626,-1.4000875425256143,2.1044596787620033,-1.2305519103170177,0.46697333531427326,1.4630268721803308,1.5332688313757166,0.3356458326169662,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
512,-0.09915517236264178,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.10228598909964663,-0.8402133792072178,1.204577199809007,-0.4333608587363822,0.8935151215095463,-0.28769891856287916,0.20318476497682725,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
990,0.7022629947947067,-1.0527995905419327,0.8147933494423545,1.8853610307806803,-0.21184379987696048,0.9071152191205504,-0.8402133792072178,1.204577199809007,0.46697333531427326,-0.7234914562878597,-0.7219619649192032,-0.5584663739539716,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
85,0.6064412574171976,1.4250237135578045,-0.4891078143167476,0.37648694590503273,0.9506531277755026,0.18611435610612392,1.122901992772263,-1.2305519103170177,-0.4333608587363822,-0.3126294075896509,0.9248809886542962,0.1847873944712524,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
181,1.9218123795993673,1.4250237135578045,-0.4891078143167476,0.1562924024183952,0.16029698488983413,0.18611435610612392,-0.8402133792072178,1.204577199809007,1.3673075293649286,1.9186362727169581,2.0031959926501925,1.571949130591596,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
547,0.9374618047213198,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.9071152191205504,1.122901992772263,1.204577199809007,-0.4333608587363822,1.308445111283975,-0.07371422905396584,0.5784911232905542,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
762,0.5106195200396886,-1.0527995905419327,2.118694513201457,-0.9121925954839771,0.9506531277755026,-1.6884878877313847,1.122901992772263,1.204577199809007,-0.4333608587363822,1.2474259951406765,-0.1051825657464531,0.1684925805948861,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
100,0.5541748552112835,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-1.61180199019014,1.6281160821349767,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,1.7274430421346234,1.8059944160439394,0.5406451039648003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
162,0.7806625981035776,-0.2268584891753536,-0.4891078143167476,0.8818514719399385,-1.143967860769027,1.195515564326321,0.14134430678252252,1.204577199809007,-0.4333608587363822,1.194542761149818,1.2563474684818285,1.1714120927273666,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
72,-0.055599837191046754,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.24648616170253193,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,-0.8862090993366553,-1.5212577169083794,-0.5363895293472818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
449,0.2928428441817134,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-1.6884878877313847,2.1044596787620033,-1.2305519103170177,1.3673075293649286,-0.07668882516889734,1.4115912628314324,0.9790281611547837,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
711,-1.2315938868241123,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-0.860432024756231,0.6187148739147798,-0.8402133792072178,1.204577199809007,-0.4333608587363822,-1.3987696749403613,-1.2128680173220043,-1.8058080942319465,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
742,1.442703692711822,-0.2268584891753536,-0.4891078143167476,1.961165709685916,0.9506531277755026,-1.4000875425256143,1.122901992772263,1.204577199809007,-0.4333608587363822,1.1457274682351792,1.2059981297738491,1.1146430637387355,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
672,-1.2577270879270694,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-1.5442877151284995,1.122901992772263,-0.012987355254005385,-1.3336950527870377,-0.676710133911331,-0.6737105153240561,-0.6861966891783913,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
250,-0.7699073340052052,-1.0527995905419327,-0.4891078143167476,0.8024370464201677,-0.20121120602648063,0.18611435610612392,0.14134430678252252,-1.2305519103170177,-0.4333608587363822,-0.4733130801003365,0.5934145088267639,0.1590310757634476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
412,0.3625313804562655,1.4250237135578045,-0.4891078143167476,1.3980452378184496,0.9506531277755026,1.4839159095320915,1.122901992772263,1.204577199809007,0.46697333531427326,0.8569036518235672,0.9080978757516364,0.47441457014473076,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
521,-1.7455468418489337,1.4250237135578045,-0.4891078143167476,0.22487758809456102,0.9506531277755026,1.4839159095320915,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,1.7599865707443825,1.839560641849259,0.9869127485143159,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
326,0.8677732684467677,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-0.5414542092418356,1.3397157369292063,1.122901992772263,-1.2305519103170177,0.46697333531427326,0.9626701198052844,-0.2520348036447269,0.5837475148635756,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
972,0.2318653749414804,1.4250237135578045,-0.4891078143167476,0.019122031066063635,0.9506531277755026,1.4839159095320915,-0.8402133792072178,-0.012987355254005385,-0.4333608587363822,-0.3716145531948393,0.8032034201100122,0.07808264553891825,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
374,1.8608349103591342,1.4250237135578045,2.118694513201457,0.7374616073585369,0.9506531277755026,0.7629150465176651,2.1044596787620033,-1.2305519103170177,-1.3336950527870377,-0.4428035220286874,0.6563511822117384,0.49491449727951414,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
637,0.7545293970006207,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-1.1116871973198437,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,-1.3621582052543824,-1.2401405757888266,-1.6786034181648288,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
191,0.4060867156278605,-0.2268584891753536,-0.4891078143167476,1.5604838354725266,-1.0872606935664677,0.9071152191205504,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,-0.3573767594280697,-0.3443419246093562,0.10383896424672304,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
973,0.2144432408728424,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.8746088165568708,0.4745147013118945,-0.8402133792072178,1.204577199809007,1.3673075293649286,0.498924837116217,-0.49119416250763004,-0.15372422283132486,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
603,-1.1793274846181983,-0.2268584891753536,1.2494270706953887,0.748290847202142,0.9506531277755026,1.0513153917234357,-0.8402133792072178,1.204577199809007,1.3673075293649286,-1.4984342313077486,-1.4058738157025927,-1.757974930917452,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
481,-1.6148808363341485,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.5095564276903961,0.33031452870900924,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,1.0603007056345617,-0.20168546493674733,0.354043203122541,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
108,0.8067957992065347,1.4250237135578045,-0.4891078143167476,0.12741442950211487,0.9506531277755026,-1.5442877151284995,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,0.7104577730796512,0.7570498596276976,0.6084525552567761,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6,-0.595685993318825,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-1.7783792938476575,-1.6884878877313847,1.122901992772263,-1.2305519103170177,-1.3336950527870377,2.864432572938082,-0.021267001233153757,0.6704779758184285,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
402,-0.40404251856380696,1.4250237135578045,-0.4891078143167476,1.5857520617742717,-0.35715591583351836,1.6281160821349767,1.122901992772263,1.204577199809007,-1.3336950527870377,0.16128572778996617,-0.6653189588727262,-0.24465979704459484,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
598,0.7022629947947067,-0.2268584891753536,2.118694513201457,1.6615567406795078,-1.540918031186941,0.6187148739147798,1.122901992772263,-0.012987355254005385,1.3673075293649286,-0.26788205575123214,1.0171881096189255,-0.05227586547201212,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,-0.02946663608808974,-1.0527995905419327,0.8147933494423545,0.2068288550218858,-0.1196946531728018,-0.9674870247169584,-0.8402133792072178,1.204577199809007,-0.4333608587363822,-1.2869012953443144,-1.4121674830410902,-1.7416801170410856,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
552,1.346881955334313,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.21538799782712043,-0.9674870247169584,-0.8402133792072178,1.204577199809007,0.46697333531427326,-1.3275807061065132,-1.345035031430451,-1.8058080942319465,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
876,0.3625313804562655,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-0.796636461653352,-0.9674870247169584,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,-1.341818499873283,-1.198182793532177,-1.6770265006929226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
367,0.7283961958976637,1.4250237135578045,-0.4891078143167476,1.7229224331266033,-0.39259789533511785,0.4745147013118945,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,-0.27805190844178185,-0.26252424920888934,0.2473384541902069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
954,0.3538203134219465,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.3465233219830385,0.6187148739147798,-0.8402133792072178,-1.2305519103170177,1.3673075293649286,-0.4773810211765564,-0.4681173822664727,-0.1132500077190602,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
757,-0.2820875800833409,-0.2268584891753536,-0.4891078143167476,0.928778177928894,0.9506531277755026,1.4839159095320915,-0.8402133792072178,1.204577199809007,1.3673075293649286,0.425701897744259,0.4633453838311499,-0.21995475665139433,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
836,0.4496420507994555,-0.2268584891753536,-0.4891078143167476,0.9684853906887796,0.9506531277755026,-1.6884878877313847,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,2.840024926480763,-0.02965855768448369,1.0294895202557892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
808,-0.613108127387463,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-1.5161086455358215,-0.6790866795111877,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,1.6826956902962045,0.11929156932662263,0.9170027405931315,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
97,-1.5364812330252775,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-1.5905368024891804,-1.1116871973198437,2.1044596787620033,-0.012987355254005385,0.46697333531427326,-0.03194147333047856,-0.008679666556158858,0.6925548204251183,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
601,-0.9354176076572662,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.014984868933276236,-1.2558873699227289,-0.8402133792072178,1.204577199809007,-1.3336950527870377,-0.05024720817346806,-0.02756066857165121,0.6594395535150835,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
888,1.529814363055012,-1.0527995905419327,-0.4891078143167476,0.38370643913410285,0.9506531277755026,-0.5348865069083025,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,0.9667380608815043,-0.24993691453189446,0.2694152987968967,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
340,0.7371072629319827,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-1.2113076218220657,1.6281160821349767,1.122901992772263,1.204577199809007,0.46697333531427326,1.1375915860827395,-0.16182557179293014,0.42395321104372546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
498,1.7388799718786683,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-0.7115757108495132,-0.10228598909964663,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,-0.3227992602802006,-0.308677809691204,0.7740288898069497,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
196,-0.08173303829400377,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-1.2558873699227289,-0.8402133792072178,-0.012987355254005385,-0.4333608587363822,-1.3906337927879215,-1.4100695939282577,-1.7374750037826685,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
934,-0.517286390009954,-0.2268584891753536,1.6840607919484227,-0.9121925954839771,0.9506531277755026,-1.6884878877313847,1.122901992772263,-0.012987355254005385,1.3673075293649286,-0.31466337812776085,-0.30028625323987407,0.18110792037013743,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
741,-0.9179954735886282,-1.0527995905419327,2.118694513201457,1.517166876098106,0.9506531277755026,-1.1116871973198437,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,-0.11533426539298629,-0.09469312018229067,-0.5306074986169582,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
763,-1.2141717527554743,-1.0527995905419327,-0.4891078143167476,-0.15053605981708332,-1.204219225921746,-1.4000875425256143,1.122901992772263,-1.2305519103170177,0.46697333531427326,0.9260586501193053,0.9794261055879409,0.232620557785747,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
684,0.9374618047213198,-0.2268584891753536,-0.4891078143167476,1.3944354912039145,-0.9384043796597499,1.195515564326321,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,-0.7540010143595088,0.01439711368499846,-0.4212745538981134,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
632,0.7109740618290257,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.9844789530118292,1.0513153917234357,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,-0.40415808180459845,-0.3925933742045033,0.3020049265496293,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
571,0.31026497825035143,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.9951115468623091,1.195515564326321,1.122901992772263,-1.2305519103170177,0.46697333531427326,-0.5445020489341846,-0.5373477229899447,-0.4811974178305572,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
473,0.8242179332751727,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-1.2558873699227289,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,-1.2584257078107752,-1.2737068015941464,-1.7122443242321659,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
190,2.1221669213887044,1.4250237135578045,-0.4891078143167476,-0.009755941850216696,0.9506531277755026,-0.5348865069083025,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,-1.299105118572974,-1.315664583850796,-1.7800517755241416,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
942,-0.8483069373140761,1.4250237135578045,2.118694513201457,0.9937536169905249,-0.9738463591613494,-0.9674870247169584,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,-1.339784529335173,-1.3576223661074458,-1.8168465165352914,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
607,0.26670964307875644,-0.2268584891753536,1.2494270706953887,-0.9121925954839771,-1.3140893623767043,0.7629150465176651,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,-1.3214787944921835,-1.1562250112755272,-1.6402317596817728,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0
215,0.5803080563142405,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.9674870247169584,1.122901992772263,-0.012987355254005385,0.46697333531427326,0.000602055279280551,1.571030835406701,1.138822464974634,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
51,-0.9963950768974993,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-1.1116871973198437,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,-1.2299501202772358,-1.3827970354614354,-1.682808531423246,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
766,0.16217683866692836,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.718664106749833,1.3397157369292063,1.122901992772263,1.204577199809007,-0.4333608587363822,1.015553353796143,-0.22476224517790466,0.31356898801027633,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
